,Code,Name,Country,Exchange,Currency,Type,Isin
307,APGE,Apogee Therapeutics Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
308,API,Agora Inc,USA,NASDAQ,USD,Common Stock,US00851L1035
309,APLD,Applied Blockchain Inc,USA,NASDAQ,USD,Common Stock,US0381692070
310,APLM,Apollomics Inc. Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,
311,APLMW,Apollomics Inc. Warrant,USA,NASDAQ,USD,Common Stock,
312,APLS,Apellis Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US03753U1060
313,APLT,Applied Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US03828A1016
314,APM,Aptorum Group Ltd Class A,USA,NASDAQ,USD,Common Stock,KYG6096M1069
315,APOG,Apogee Enterprises Inc,USA,NASDAQ,USD,Common Stock,US0375981091
316,APP,Applovin Corp,USA,NASDAQ,USD,Common Stock,US03831W1080
317,APPF,Appfolio Inc,USA,NASDAQ,USD,Common Stock,US03783C1009
318,APPN,Appian Corp,USA,NASDAQ,USD,Common Stock,US03782L1017
319,APPS,Digital Turbine Inc,USA,NASDAQ,USD,Common Stock,US25400W1027
320,APRE,Aprea Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US03836J1025
321,APTMU,Alpha Partners Technology Merger Corp Unit,USA,NASDAQ,USD,Unit,KYG632901297
322,APTO,Aptose Biosciences Inc,USA,NASDAQ,USD,Common Stock,CA03835T2002
323,APVO,Aptevo Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US03835L2079
324,APWC,Asia Pacific Wire & Cable Corp Ltd,USA,NASDAQ,USD,Common Stock,BMG0535E1066
325,APXI,APx Acquisition I Corp,USA,NASDAQ,USD,Common Stock,KYG0440J1094
326,APXIU,APx Acquisition Corp I Unit,USA,NASDAQ,USD,Unit,KYG0440J1177
327,APXIW,APx Acquisition Corp. I Warrant,USA,NASDAQ,USD,Common Stock,
328,APYX,Apyx Medical Inc,USA,NASDAQ,USD,Common Stock,US03837C1062
329,AQB,AquaBounty Technologies Inc,USA,NASDAQ,USD,Common Stock,US03842K2006
330,AQMS,Aqua Metals Inc,USA,NASDAQ,USD,Common Stock,US03837J1016
331,AQST,Aquestive Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US03843E1047
332,AQU,Aquaron Acquisition Corp. Common Stock,USA,NASDAQ,USD,Common Stock,
333,AQUNR,Aquaron Acquisition Corp. Rights,USA,NASDAQ,USD,Common Stock,
334,AQWA,Global X Clean Water ETF,USA,NASDAQ,USD,ETF,US37954Y1863
335,ARAY,Accuray Incorporated,USA,NASDAQ,USD,Common Stock,US0043971052
336,ARBB,ARB IOT Group Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
337,ARBE,Arbe Robotics Ltd,USA,NASDAQ,USD,Common Stock,IL0011796625
338,ARBEW,Arbe Robotics Ltd. Warrant,USA,NASDAQ,USD,Common Stock,
339,ARBK,Argo Blockchain PLC ADR,USA,NASDAQ,USD,Common Stock,US0401261047
340,ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026,USA,NASDAQ,USD,Common Stock,
341,ARCB,ArcBest Corp,USA,NASDAQ,USD,Common Stock,US03937C1053
342,ARCC,Ares Capital Corporation,USA,NASDAQ,USD,Common Stock,US04010L1035
343,ARCT,Arcturus Therapeutics Holdings Inc,USA,NASDAQ,USD,Common Stock,US03969T1097
344,ARDX,Ardelyx Inc,USA,NASDAQ,USD,Common Stock,US0396971071
345,AREB,American Rebel Holdings Inc,USA,NASDAQ,USD,Common Stock,US02919L2088
346,AREBW,American Rebel Holdings Inc. Warrants,USA,NASDAQ,USD,Common Stock,
347,AREC,American Resources Corp Class A,USA,NASDAQ,USD,Common Stock,US02927U2087
348,ARGO-PA,Argo Group International Holdings Ltd,USA,NASDAQ,USD,Preferred Stock,
349,ARGX,argenx NV ADR,USA,NASDAQ,USD,Common Stock,US04016X1019
350,ARHS,Arhaus Inc,USA,NASDAQ,USD,Common Stock,US04035M1027
351,ARIZ,Arisz Acquisition Corp,USA,NASDAQ,USD,Common Stock,US0404501084
352,ARIZR,Arisz Acquisition Corp. Right,USA,NASDAQ,USD,Common Stock,
353,ARIZU,Arisz Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US0404502074
354,ARIZW,Arisz Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
355,ARKO,Arko Corp,USA,NASDAQ,USD,Common Stock,US0412421085
356,ARKOW,Arko Corp,USA,NASDAQ,USD,Common Stock,
357,ARKR,Ark Restaurants Corp,USA,NASDAQ,USD,Common Stock,US0407121013
358,ARLP,Alliance Resource Partners LP,USA,NASDAQ,USD,Common Stock,US01877R1086
359,ARM,Arm Holdings plc,USA,NASDAQ,USD,Common Stock,US0420682058
360,AROW,Arrow Financial Corporation,USA,NASDAQ,USD,Common Stock,US0427441029
361,ARQ,Arq Inc,USA,NASDAQ,USD,Common Stock,
362,ARQQ,Arqit Quantum Inc,USA,NASDAQ,USD,Common Stock,KYG0567U1013
363,ARQQW,Arqit Quantum Inc. Warrants,USA,NASDAQ,USD,Common Stock,
364,ARQT,Arcutis Biotherapeutics Inc,USA,NASDAQ,USD,Common Stock,US03969K1088
365,ARRW,Arrowroot Acquisition Corp,USA,NASDAQ,USD,Common Stock,US04282M1027
366,ARRWU,Arrowroot Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US04282M2017
367,ARRWW,Arrowroot Acquisition Corp,USA,NASDAQ,USD,Common Stock,
368,ARRY,Array Technologies Inc,USA,NASDAQ,USD,Common Stock,US04271T1007
369,ARTL,Artelo Biosciences Inc,USA,NASDAQ,USD,Common Stock,US04301G2012
370,ARTLW,Artelo Biosciences Inc,USA,NASDAQ,USD,Common Stock,
371,ARTNA,Artesian Resources Corporation,USA,NASDAQ,USD,Common Stock,US0431132085
372,ARTW,Arts-Way Manufacturing Co Inc,USA,NASDAQ,USD,Common Stock,US0431681032
373,ARVL,Arrival Vault USA Inc,USA,NASDAQ,USD,Common Stock,LU2314763264
374,ARVLF,Arrival,USA,NASDAQ,USD,Common Stock,
375,ARVN,Arvinas Inc,USA,NASDAQ,USD,Common Stock,US04335A1051
376,ARVR,First Trust Indxx Metaverse ETF,USA,NASDAQ,USD,ETF,US33734X7628
377,ARWR,Arrowhead Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US04280A1007
378,ARYD,ARYA Sciences Acquisition IV Corp,USA,NASDAQ,USD,Common Stock,KYG316591083
379,ASAP,ASAP Inc.,USA,NASDAQ,USD,Common Stock,
380,ASCA,A SPAC I Acquisition Corp,USA,NASDAQ,USD,Common Stock,
381,ASCAR,A SPAC I Acquisition Corp. Right,USA,NASDAQ,USD,Common Stock,
382,ASCAU,A SPAC I Acquisition Corp Unit,USA,NASDAQ,USD,Unit,VGG0542S1222
383,ASCAW,A SPAC I Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
384,ASCB,A SPAC II Acquisition Corp. Ordinary Shares,USA,NASDAQ,USD,Common Stock,
385,ASCBR,A SPAC II Acquisition Corp. Right,USA,NASDAQ,USD,Common Stock,
386,ASCBU,A SPAC II Acquisition Corp Unit,USA,NASDAQ,USD,Unit,VGG0543H1257
387,ASCBW,A SPAC II Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
388,ASET,FlexShares Real Assets Allocation Index Fund,USA,NASDAQ,USD,ETF,US33939L7385
389,ASLE,AerSale Corp,USA,NASDAQ,USD,Common Stock,US00810F1066
390,ASLN,Aslan Pharmaceuticals Ltd ADR,USA,NASDAQ,USD,Common Stock,US04522R1014
391,ASMB,Assembly Biosciences Inc,USA,NASDAQ,USD,Common Stock,US0453961080
392,ASML,ASML Holding NV ADR,USA,NASDAQ,USD,Common Stock,USN070592100
393,ASND,Ascendis Pharma AS,USA,NASDAQ,USD,Common Stock,US04351P1012
394,ASNS,Actelis Networks Inc.,USA,NASDAQ,USD,Common Stock,
395,ASO,Academy Sports Outdoors Inc,USA,NASDAQ,USD,Common Stock,US00402L1070
396,ASPI,ASP Isotopes Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
397,ASPS,Altisource Portfolio Solutions SA,USA,NASDAQ,USD,Common Stock,LU0445408270
398,ASRT,Assertio Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US04546C2052
399,ASRV,AmeriServ Financial Inc,USA,NASDAQ,USD,Common Stock,US03074A1025
400,ASST,Asset Entities Inc. Class B Common Stock,USA,NASDAQ,USD,Common Stock,
401,ASTC,Astrotech Corp,USA,NASDAQ,USD,Common Stock,US0464842006
402,ASTE,Astec Industries Inc,USA,NASDAQ,USD,Common Stock,US0462241011
403,ASTH,Astrana Health Inc,USA,NASDAQ,USD,Common Stock,US03763A2078
404,ASTI,Ascent Solar Technologies Inc.,USA,NASDAQ,USD,Common Stock,US0436355079
405,ASTL,Algoma Steel Group Inc,USA,NASDAQ,USD,Common Stock,CA0156581070
406,ASTLW,Algoma Steel Group Inc. Warrant,USA,NASDAQ,USD,Common Stock,
407,ASTR,Astra Space Inc,USA,NASDAQ,USD,Common Stock,US04634X1037
408,ASTS,Ast Spacemobile Inc,USA,NASDAQ,USD,Common Stock,US00217D1000
409,ASTSW,AST SpaceMobile Inc,USA,NASDAQ,USD,Common Stock,
410,ASUR,Asure Software Inc,USA,NASDAQ,USD,Common Stock,US04649U1025
411,ASYS,Amtech Systems Inc,USA,NASDAQ,USD,Common Stock,US0323325045
412,ATAI,ATAI Life Sciences BV,USA,NASDAQ,USD,Common Stock,NL0015000DX5
413,ATAT,Atour Lifestyle Holdings Limited American Depositary Shares,USA,NASDAQ,USD,Common Stock,US04965M1062
414,ATCOL,Atlas Corp,USA,NASDAQ,USD,Common Stock,
415,ATEC,Alphatec Holdings Inc,USA,NASDAQ,USD,Common Stock,US02081G2012
416,ATER,Aterian Inc,USA,NASDAQ,USD,Common Stock,US02156U1016
417,ATEX,Anterix Inc,USA,NASDAQ,USD,Common Stock,US03676C1009
418,ATGL,Alpha Technology Group Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
419,ATHA,Athira Pharma Inc,USA,NASDAQ,USD,Common Stock,US04746L1044
420,ATHE,Alterity Therapeutics Ltd,USA,NASDAQ,USD,Common Stock,US02155X1063
421,ATIF,ATIF Holdings Ltd,USA,NASDAQ,USD,Common Stock,VGG0602B2093
422,ATLC,Atlanticus Holdings Corporation,USA,NASDAQ,USD,Common Stock,US04914Y1029
423,ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,USA,NASDAQ,USD,Common Stock,
424,ATLCP,Atlanticus Holdings Corp Preferred,USA,NASDAQ,USD,Preferred Stock,US04914Y2019
425,ATLCZ,Atlanticus Holdings Corporation 9.25% Senior Notes due 2029,USA,NASDAQ,USD,Common Stock,
426,ATLO,Ames National Corporation,USA,NASDAQ,USD,Common Stock,US0310011004
427,ATLX,Atlas Lithium Corporation Common Stock,USA,NASDAQ,USD,Common Stock,
428,ATMC,AlphaTime Acquisition Corp Ordinary Shares,USA,NASDAQ,USD,Common Stock,
429,ATMCR,AlphaTime Acquisition Corp Right,USA,NASDAQ,USD,Common Stock,
430,ATMCU,AlphaTime Acquisition Corp Unit,USA,NASDAQ,USD,Unit,
431,ATMCW,AlphaTime Acquisition Corp Warrant,USA,NASDAQ,USD,Common Stock,
432,ATMV,AlphaVest Acquisition Corp Ordinary Shares,USA,NASDAQ,USD,Common Stock,
433,ATMVR,AlphaVest Acquisition Corp Right,USA,NASDAQ,USD,Common Stock,
434,ATMVU,AlphaVest Acquisition Corp Unit,USA,NASDAQ,USD,Unit,
435,ATNF,180 Life Sciences Corp,USA,NASDAQ,USD,Common Stock,US68236V1044
436,ATNFW,CannBioRx Life Sciences Corp,USA,NASDAQ,USD,Common Stock,
437,ATNI,ATN International Inc,USA,NASDAQ,USD,Common Stock,US00215F1075
438,ATOM,Atomera Inc,USA,NASDAQ,USD,Common Stock,US04965B1008
439,ATOS,Atossa Genetics Inc,USA,NASDAQ,USD,Common Stock,US04962H5063
440,ATPC,Agape ATP Corporation Common Stock,USA,NASDAQ,USD,Common Stock,
441,ATRA,Atara Biotherapeutics Inc,USA,NASDAQ,USD,Common Stock,US0465131078
442,ATRC,AtriCure Inc,USA,NASDAQ,USD,Common Stock,US04963C2098
443,ATRI,ATRION Corporation,USA,NASDAQ,USD,Common Stock,US0499041053
444,ATRO,Astronics Corporation,USA,NASDAQ,USD,Common Stock,US0464331083
445,ATSG,Air Transport Services Group Inc,USA,NASDAQ,USD,Common Stock,US00922R1059
446,ATXG,Addentax Group Corp,USA,NASDAQ,USD,Common Stock,US00653L2025
447,ATXI,Avenue Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US05360L3042
448,ATXS,Astria Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US04635X1028
449,AUBN,Auburn National Bancorporation Inc,USA,NASDAQ,USD,Common Stock,US0504731078
450,AUDC,AudioCodes Ltd,USA,NASDAQ,USD,Common Stock,IL0010829658
451,AUGX,Augmedix Inc,USA,NASDAQ,USD,Common Stock,US05105P1075
452,AUID,Ipsidy Inc,USA,NASDAQ,USD,Common Stock,US46264C2061
453,AUMI,Themes Gold Miners ETF,USA,NASDAQ,USD,ETF,
454,AUPH,Aurinia Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,CA05156V1022
455,AUR,Aurora Innovation Inc,USA,NASDAQ,USD,Common Stock,US0517741072
456,AURA,Aura Biosciences Inc,USA,NASDAQ,USD,Common Stock,US05153U1079
457,AUROW,Aurora Innovation Inc,USA,NASDAQ,USD,Common Stock,
458,AUTL,Autolus Therapeutics Ltd,USA,NASDAQ,USD,Common Stock,US05280R1005
459,AUUD,Auddia Inc,USA,NASDAQ,USD,Common Stock,US05072K1079
460,AUUDW,Auddia Inc,USA,NASDAQ,USD,Common Stock,
461,AUVI,Applied UV Inc,USA,NASDAQ,USD,Common Stock,US03828V1052
462,AUVIP,Applied UV Inc Preferred Series A,USA,NASDAQ,USD,Preferred Stock,US03828V3033
463,AVAH,Aveanna Healthcare Holdings Inc,USA,NASDAQ,USD,Common Stock,US05356F1057
464,AVAV,AeroVironment Inc,USA,NASDAQ,USD,Common Stock,US0080731088
465,AVBP,"ArriVent BioPharma, Inc. Common Stock",USA,NASDAQ,USD,Common Stock,
466,AVDL,Avadel Pharmaceuticals PLC,USA,NASDAQ,USD,Common Stock,US05337M1045
467,AVDX,AvidXchange Holdings Inc,USA,NASDAQ,USD,Common Stock,US05368X1028
468,AVGO,Broadcom Inc,USA,NASDAQ,USD,Common Stock,US11135F1012
469,AVGR,Avinger Inc,USA,NASDAQ,USD,Common Stock,US0537348858
470,AVHI,Achari Ventures Holdings Corp I,USA,NASDAQ,USD,Common Stock,US00444X1019
471,AVHIU,Achari Ventures Holdings Corp I Unit,USA,NASDAQ,USD,Unit,US00444X2009
472,AVHIW,Achari Ventures Holdings Corp. I Warrant,USA,NASDAQ,USD,Common Stock,
473,AVIR,Atea Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US04683R1068
474,AVMC,Avantis U.S. Mid Cap Equity ETF,USA,NASDAQ,USD,ETF,
475,AVNW,Aviat Networks Inc,USA,NASDAQ,USD,Common Stock,US05366Y2019
476,AVO,Mission Produce Inc,USA,NASDAQ,USD,Common Stock,US60510V1089
477,AVPT,Avepoint Inc,USA,NASDAQ,USD,Common Stock,US0536041041
478,AVPTW,AvePoint Inc,USA,NASDAQ,USD,Common Stock,
479,AVRO,AVROBIO Inc,USA,NASDAQ,USD,Common Stock,US05455M1009
480,AVT,Avnet Inc,USA,NASDAQ,USD,Common Stock,US0538071038
481,AVTE,Aerovate Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US0080641071
482,AVTX,Avalo Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US05338F2074
483,AVXL,Anavex Life Sciences Corp,USA,NASDAQ,USD,Common Stock,US0327973006
484,AWH,Aspira Womens Health Inc,USA,NASDAQ,USD,Common Stock,US04537Y1091
485,AWIN,AERWINS Technologies Inc.,USA,NASDAQ,USD,Common Stock,
486,AWINW,AERWINS Technologies Inc.,USA,NASDAQ,USD,Common Stock,
487,AWRE,Aware Inc,USA,NASDAQ,USD,Common Stock,US05453N1000
488,AXDX,Accelerate Diagnostics Inc,USA,NASDAQ,USD,Common Stock,US00430H1023
489,AXGN,Axogen Inc,USA,NASDAQ,USD,Common Stock,US05463X1063
490,AXNX,Axonics Modulation Technologies Inc,USA,NASDAQ,USD,Common Stock,US05465P1012
491,AXON,Axon Enterprise Inc.,USA,NASDAQ,USD,Common Stock,US05464C1018
492,AXSM,Axsome Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US05464T1043
493,AXTI,AXT Inc,USA,NASDAQ,USD,Common Stock,US00246W1036
494,AY,Atlantica Sustainable Infrastructure PLC,USA,NASDAQ,USD,Common Stock,GB00BLP5YB54
495,AYRO,AYRO Inc,USA,NASDAQ,USD,Common Stock,US0547481087
496,AYTU,Aytu BioScience Inc,USA,NASDAQ,USD,Common Stock,US0547548745
497,AZ,A2Z Smart Technologies Corp,USA,NASDAQ,USD,Common Stock,CA00249W1005
498,AZN,AstraZeneca PLC ADR,USA,NASDAQ,USD,Common Stock,US0463531089
499,AZPN,Aspen Technology Inc,USA,NASDAQ,USD,Common Stock,US0453271035
500,AZTA,Azenta Inc,USA,NASDAQ,USD,Common Stock,US1143401024
501,BABX,GraniteShares 1.75x Long BABA Daily ETF,USA,NASDAQ,USD,ETF,US38747R8685
502,BAC-PQ,Bank of America Corporation,USA,NASDAQ,USD,Preferred Stock,
503,BACK,IMAC Holdings Inc,USA,NASDAQ,USD,Common Stock,
504,BAER,Bridger Aerospace Group Holdings Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
505,BAERW,Bridger Aerospace Group Holdings Inc. Warrant,USA,NASDAQ,USD,Common Stock,
506,BAFN,Bayfirst Financial Corp,USA,NASDAQ,USD,Common Stock,US07279B1044
507,BAND,Bandwidth Inc,USA,NASDAQ,USD,Common Stock,US05988J1034
508,BANF,BancFirst Corporation,USA,NASDAQ,USD,Common Stock,US05945F1030
509,BANFP,BFC Capital Trust II Pref,USA,NASDAQ,USD,Preferred Stock,US05539S2068
510,BANL,CBL International Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
511,BANR,Banner Corporation,USA,NASDAQ,USD,Common Stock,US06652V2088
512,BANX,Arrowmark Financial Corp,USA,NASDAQ,USD,Common Stock,US8617801043
513,BAOS,Baosheng Media Group Holdings Ltd,USA,NASDAQ,USD,Common Stock,KYG089081163
514,BASE,Couchbase Inc,USA,NASDAQ,USD,Common Stock,US22207T1016
515,BATRA,Atlanta Braves Holdings Inc. Series A Common Stock,USA,NASDAQ,USD,Common Stock,US5312297063
516,BATRK,Atlanta Braves Holdings Inc. Series C Common Stock,USA,NASDAQ,USD,Common Stock,US5312298889
517,BAYA,Bayview Acquisition Corp Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,
518,BAYAR,Bayview Acquisition Corp Right,USA,NASDAQ,USD,Common Stock,
519,BAYAU,Bayview Acquisition Corp Unit,USA,NASDAQ,USD,Common Stock,
520,BBCP,Concrete Pumping Holdings Class A,USA,NASDAQ,USD,Common Stock,US2067041085
521,BBGI,Beasley Broadcast Group Inc,USA,NASDAQ,USD,Common Stock,US0740141017
522,BBH,VanEck Biotech ETF,USA,NASDAQ,USD,ETF,US92189F7261
523,BBI,Brickell Biotech Inc,USA,NASDAQ,USD,Common Stock,US10802T1051
524,BBIG,Vinco Ventures Inc,USA,NASDAQ,USD,Common Stock,US9273301005
525,BBIO,BridgeBio Pharma Inc,USA,NASDAQ,USD,Common Stock,US10806X1028
526,BBLG,Bone Biologics Corp,USA,NASDAQ,USD,Common Stock,US0980703039
527,BBLGW,Bone Biologics Corp Warrants,USA,NASDAQ,USD,Common Stock,
528,BBSI,Barrett Business Services Inc,USA,NASDAQ,USD,Common Stock,US0684631080
529,BCAB,Bioatla Inc,USA,NASDAQ,USD,Common Stock,US09077B1044
530,BCAL,Southern California Bancorp Common Stock,USA,NASDAQ,USD,Common Stock,US84252A1060
531,BCAN,BYND Cannasoft Enterprises Inc.,USA,NASDAQ,USD,Common Stock,CA05608P1099
532,BCBP,BCB Bancorp Inc,USA,NASDAQ,USD,Common Stock,US0552981039
533,BCDA,Biocardia Inc,USA,NASDAQ,USD,Common Stock,US09060U5074
534,BCDAW,BioCardia Inc,USA,NASDAQ,USD,Common Stock,
535,BCEL,Atreca Inc,USA,NASDAQ,USD,Common Stock,US04965G1094
536,BCLI,Brainstorm Cell Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US10501E2019
537,BCML,BayCom Corp,USA,NASDAQ,USD,Common Stock,US07272M1071
538,BCOV,Brightcove Inc,USA,NASDAQ,USD,Common Stock,US10921T1016
539,BCOW,1895 of Wisconsin Inc Bancorp,USA,NASDAQ,USD,Common Stock,US28253R1059
540,BCPC,Balchem Corporation,USA,NASDAQ,USD,Common Stock,US0576652004
541,BCRX,BioCryst Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US09058V1035
542,BCSA,Blockchain Coinvestors Acquisition Corp I,USA,NASDAQ,USD,Common Stock,KYG117651078
543,BCSAU,Blockchain Coinvestors Acquisition Corp I Unit,USA,NASDAQ,USD,Unit,KYG117651235
544,BCSAW,Blockchain Coinvestors Acquisition Corp. I Warrant,USA,NASDAQ,USD,Common Stock,
545,BCTX,Briacell Therapeutics Corp,USA,NASDAQ,USD,Common Stock,CA10778Y3023
546,BCTXW,BriaCell Therapeutics Corp,USA,NASDAQ,USD,Common Stock,
547,BCYC,Bicycle Therapeutics Ltd,USA,NASDAQ,USD,Common Stock,US0887861088
548,BDGS,Bridges Capital Tactical ETF,USA,NASDAQ,USD,ETF,US02072L4749
549,BDRX,Biodexa Pharmaceticals,USA,NASDAQ,USD,Common Stock,
550,BDSX,Biodesix Inc,USA,NASDAQ,USD,Common Stock,US09075X1081
551,BDTX,Black Diamond Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US09203E1055
552,BEAM,Beam Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US07373V1052
553,BEAT,Heartbeam Inc,USA,NASDAQ,USD,Common Stock,US42238H1086
554,BEATW,Heartbeam Inc. Warrant,USA,NASDAQ,USD,Common Stock,
555,BECN,Beacon Roofing Supply Inc,USA,NASDAQ,USD,Common Stock,US0736851090
556,BEEM,Beam Global,USA,NASDAQ,USD,Common Stock,US07373B1098
557,BEEMW,Beam Global,USA,NASDAQ,USD,Common Stock,
558,BEEZ,Honeytree U.S. Equity ETF,USA,NASDAQ,USD,ETF,
559,BELFA,Bel Fuse A Inc,USA,NASDAQ,USD,Common Stock,US0773472016
560,BELFB,Bel Fuse B Inc,USA,NASDAQ,USD,Common Stock,US0773473006
561,BENF,Beneficient Class A Common Stock,USA,NASDAQ,USD,Common Stock,
562,BENFW,Beneficient Warrant,USA,NASDAQ,USD,Common Stock,
563,BETRW,Better Home & Finance Holding Company,USA,NASDAQ,USD,Common Stock,
564,BETS,Bit Brother Limited,USA,NASDAQ,USD,Common Stock,
565,BFC,Bank First National Corp,USA,NASDAQ,USD,Common Stock,US06211J1007
566,BFI,Burgerfi International Inc,USA,NASDAQ,USD,Common Stock,US12122L1017
567,BFIIW,BurgerFi International LLC,USA,NASDAQ,USD,Common Stock,
568,BFIN,BankFinancial Corporation,USA,NASDAQ,USD,Common Stock,US06643P1049
569,BFRG,Bullfrog AI Holdings Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
570,BFRGW,Bullfrog AI Holdings Inc. Warrants,USA,NASDAQ,USD,Common Stock,
571,BFRI,Biofrontera Inc,USA,NASDAQ,USD,Common Stock,US09077D1000
572,BFRIW,Biofrontera Inc. Warrants,USA,NASDAQ,USD,Common Stock,
573,BFST,Business First Bancshares Inc,USA,NASDAQ,USD,Common Stock,US12326C1053
574,BGC,BGC Group Inc. ,USA,NASDAQ,USD,Common Stock,US0889291045
575,BGFV,Big 5 Sporting Goods Corporation,USA,NASDAQ,USD,Common Stock,US08915P1012
576,BGLC,BioNexus Gene Lab Corp Common stock,USA,NASDAQ,USD,Common Stock,
577,BGNE,BeiGene Ltd,USA,NASDAQ,USD,Common Stock,US07725L1026
578,BGRN,iShares USD Green Bond ETF,USA,NASDAQ,USD,ETF,US46435U4408
579,BGXX,Bright Green Corp,USA,NASDAQ,USD,Common Stock,US10920G1004
580,BHAC,Barington/Hilco Acquisition,USA,NASDAQ,USD,Common Stock,US22677T1025
581,BHACU,Crixus Bh3 Acquisition Co Unit,USA,NASDAQ,USD,Unit,US22677T2015
582,BHACW,Crixus BH3 Acquisition Company Warrants,USA,NASDAQ,USD,Common Stock,
583,BHAT,Blue Hat Interactive Entertainment ,USA,NASDAQ,USD,Common Stock,KYG1329V2058
584,BHF,Brighthouse Financial Inc,USA,NASDAQ,USD,Common Stock,US10922N1037
585,BHFAL,Brighthouse Financial Inc,USA,NASDAQ,USD,Common Stock,
586,BHFAM,Brighthouse Financial Inc,USA,NASDAQ,USD,Preferred Stock,
587,BHFAN,Brighthouse Financial Inc,USA,NASDAQ,USD,Preferred Stock,
588,BHFAO,Brighthouse Financial Inc,USA,NASDAQ,USD,Preferred Stock,
589,BHFAP,Brighthouse Financial Inc,USA,NASDAQ,USD,Preferred Stock,
590,BHRB,Burke & Herbert Financial Services Corp. Common Stock,USA,NASDAQ,USD,Common Stock,US1213311020
591,BIAF,bioAffinity Technologies Inc.,USA,NASDAQ,USD,Common Stock,
592,BIAFW,bioAffinity Technologies Inc. Warrant,USA,NASDAQ,USD,Common Stock,
593,BIB,ProShares Ultra Nasdaq Biotechnology,USA,NASDAQ,USD,ETF,US74347R2141
594,BIDU,Baidu Inc,USA,NASDAQ,USD,Common Stock,US0567521085
595,BIGC,Bigcommerce Holdings Inc,USA,NASDAQ,USD,Common Stock,US08975P1084
596,BIGT,Roundhill Big Tech ETF,USA,NASDAQ,USD,ETF,US53656G4982
597,BIIB,Biogen Inc,USA,NASDAQ,USD,Common Stock,US09062X1037
598,BILI,Bilibili Inc,USA,NASDAQ,USD,Common Stock,US0900401060
599,BIMI,Bimi International Medical Inc,USA,NASDAQ,USD,Common Stock,US05552Q2021
600,BIOCQ,Biocept Inc.,USA,NASDAQ,USD,Common Stock,
601,BIOL,BIOLASE Inc,USA,NASDAQ,USD,Common Stock,US0909112072
602,BIOR,Biora Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US74319F1075
603,BIOX,Bioceres Crop Solutions Corp,USA,NASDAQ,USD,Common Stock,KYG1117K1141
604,BIRD,Allbirds Inc,USA,NASDAQ,USD,Common Stock,US01675A1097
605,BIS,ProShares UltraShort Nasdaq Biotechnology,USA,NASDAQ,USD,ETF,US74347G8380
606,BITF,Bitfarms Ltd,USA,NASDAQ,USD,Common Stock,CA09173B1076
607,BITS,Global X Blockchain & Bitcoin Strategy ETF,USA,NASDAQ,USD,ETF,US37960A8751
608,BIVI,Biovie Inc,USA,NASDAQ,USD,Common Stock,US09074F2074
609,BJDX,Bluejay Diagnostics Inc,USA,NASDAQ,USD,Common Stock,US0956331039
610,BJK,VanEck Gaming ETF,USA,NASDAQ,USD,ETF,US92189F8822
611,BJRI,BJs Restaurants Inc,USA,NASDAQ,USD,Common Stock,US09180C1062
612,BKCC,BlackRock Kelso Capital Corporation,USA,NASDAQ,USD,Common Stock,US0925331086
613,BKCH,Global X Blockchain ETF,USA,NASDAQ,USD,ETF,US37954Y1608
614,BKIV,BNY Mellon Innovators ETF,USA,NASDAQ,USD,ETF,US09661T8181
615,BKNG,Booking Holdings Inc,USA,NASDAQ,USD,Common Stock,US09857L1089
